"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","68758","test_smtp_integrations[spring_boot_app-8080]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_smtp","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","348644","test_workload_tracing[flask_app-8000]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_tracing","",""
"
    arrange: build and deploy the flask charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","3216","test_db_migration","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_db_migration","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","46000","test_non_root_db_migration[FastAPI non-root]","tests.integration.general","2026-08-08","passed","2026-08-08","","test_non_root_db_migration","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","148423","test_oauth_integrations[django_app-auth_login]","tests.integration.integrations","2026-08-08","broken","2026-08-08","","test_oauth","",""
"
    arrange: build and deploy the flask charm without ingress. Get the service ip
        address.
    act: request env variables through the service ip address.
    assert: the request should success and the env variable FLASK_BASE_URL
        should point to the service.
    ","538","test_port_without_ingress","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_charm","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","67809","test_non_root_loki_integration[FastAPI non-root]","tests.integration.general","2026-08-08","passed","2026-08-08","","test_non_root_loki","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","219","test_flask_config[secret_key]","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_flask_configs","",""
"
    arrange: build and deploy the flask charm.
    act: run rotate-secret-key action on the leader unit.
    assert: Flask applications on every unit should have a new secret key configured.
    ","11762","test_rotate_secret_key","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_charm","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","112270","test_s3_integration[spring_boot_app-8080]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_s3","",""
"
    arrange: build and deploy the flask charm, and change secret configurations.
    act: query flask environment variables from the Flask server.
    assert: the flask environment variables should match secret configuration values.
    ","223","test_flask_secret_config[user-secret]","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_flask_configs","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","152981","test_loki_integration[go_app-8080]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_loki","",""
"
    arrange: build and deploy the fastapi charm with postgresql integration.
    act: send a request to an endpoint that checks the table created by the micration script.
    assert: the fastapi application should return a correct response.
    ","257","test_migration","tests.integration.fastapi","2026-08-08","passed","2026-08-08","","test_fastapi","",""
"Build and deploy the flask charm.","33331","test_proxy","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_proxy","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","43973","test_non_root_db_migration[Django non-root]","tests.integration.general","2026-08-08","passed","2026-08-08","","test_non_root_db_migration","",""
"
    arrange: flask charm with paas-config.yaml containing custom scrape_configs, scaled to 2 units.
    act: establish relation with prometheus charm.
    assert: prometheus scrapes framework default jobs (port 9102 on 2 units), custom jobs
        (port 8081 on 2 units using wildcard), and scheduler-only job (port 8082 on unit 0 only
        using @scheduler placeholder). Verify custom labels and @scheduler resolves to unit 0 FQDN.
    ","58674","test_prometheus_custom_scrape_configs","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_prometheus","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","57678","test_grafana_integration[flask_app-Flask Operator]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_grafana","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","67867","test_grafana_integration[spring_boot_app-Spring Boot Operator]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_grafana","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","139695","test_rabbitmq_server_integration[flask_app-8000-rabbitmq_k8s_app]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_rabbitmq","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","","test_oauth_integrations[go_app-login/openid-connect]","tests.integration.integrations","","unknown","","","test_oauth","",""
"
    arrange: build and deploy the ExpressJS charm. Set the config user-defined-config to a new value.
    act: call the endpoint to get the value of the env variable related to the config.
    assert: the value of the env variable and the config should match.
    ","6169","test_user_defined_config","tests.integration.expressjs","2026-08-08","passed","2026-08-08","","test_expressjs","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","216","test_app_config[dict]","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_flask_configs","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","77321","test_workload_tracing[expressjs_app-8080]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_tracing","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","42212","test_non_optional[fastapi]","tests.integration.general","2026-08-08","passed","2026-08-08","","test_config","",""
"
    arrange: build and deploy the fastapi charm. Set the config user-defined-config to a new value.
    act: call the endpoint to get the value of the env variable related to the config.
    assert: the value of the env variable and the config should match.
    ","6152","test_user_defined_config","tests.integration.fastapi","2026-08-08","passed","2026-08-08","","test_fastapi","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","36771","test_non_optional[go]","tests.integration.general","2026-08-08","passed","2026-08-08","","test_config","",""
"
    arrange: Flask and redis deployed and integrated.
    act: Scale the app to the desired number of units.
    assert: There should be only one scheduler and as many workers as units. That will
            be checked because the scheduler is constantly sending tasks with its hostname
            to the workers, and the workers will put its own hostname and the schedulers
            hostname in Redis sets. Those sets are checked through the Flask app,
            that queries Redis.
    ","21099","test_workers_and_scheduler_services[1]","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_workers","",""
"
    arrange: Django is deployed with async enabled rock. Change gunicorn worker class.
    act: Do 15 requests that would take 2 seconds each.
    assert: All 15 requests should be served in under 3 seconds.
    ","5595","test_async_workers","tests.integration.django","2026-08-08","passed","2026-08-08","","test_workers","",""
"
    arrange: build and deploy the flask charm.
    act: query flask secret key from the Flask server.
    assert: flask should have a default and secure secret configured.
    ","794","test_default_secret_key","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_charm","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","224487","test_loki_integration[django_app-8000]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_loki","",""
"
    arrange: Build and deploy the charm. Integrate the charm with OpenFGA.
    act: Send a read authorization models request from the charm.
    assert: The request succeeds.
    ","70667","test_openfga_integrations[spring_boot_app-8080]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_openfga","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","50146","test_smtp_integrations[fastapi_app-8080]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_smtp","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","164401","test_loki_integration[expressjs_app-8080]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_loki","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","102465","test_non_root_db_migration[ExpressJS non-root]","tests.integration.general","2026-08-08","passed","2026-08-08","","test_non_root_db_migration","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","52830","test_prometheus_integration[flask_app-9102-/metrics]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_prometheus","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","59066","test_prometheus_integration[fastapi_app-8080-/metrics]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_prometheus","",""
"
    arrange: build and deploy the django charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the django application managed by the django charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","5750","test_django_webserver_timeout[timeout=3]","tests.integration.django","2026-08-08","passed","2026-08-08","","test_django","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","36461","test_non_optional[flask]","tests.integration.general","2026-08-08","passed","2026-08-08","","test_config","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","56189","test_grafana_integration[fastapi_app-FastAPI Operator]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_grafana","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","39895","test_non_root_db_migration[Flask non-root]","tests.integration.general","2026-08-08","passed","2026-08-08","","test_non_root_db_migration","",""
"
    arrange: build and deploy the django charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the django application managed by the django charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","14494","test_django_webserver_timeout[timeout=7]","tests.integration.django","2026-08-08","passed","2026-08-08","","test_django","",""
"
    arrange: deploy the FastAPI charm with framework_logging_format=json in paas-config.yaml.
    act: make a request to GET /boom (access log + error log with exception).
    assert: container logs contain valid JSON with OTEL fields, trace correlation, and exception info.
    ","1599","test_json_logging","tests.integration.fastapi","2026-08-08","passed","2026-08-08","","test_fastapi","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","166622","test_loki_integration[spring_boot_app-8080]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_loki","",""
"
    arrange: Build and deploy the charm with minimal integrations.
    act: Send a request to the web application.
    assert: The request succeeds.
    ","239","test_flask_minimal","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_minimal","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","168204","test_loki_integration[flask_app-8000]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_loki","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","42791","test_non_optional[expressjs]","tests.integration.general","2026-08-08","passed","2026-08-08","","test_config","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","234","test_flask_config[permanent_session_lifetime]","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_flask_configs","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","49390","test_smtp_integrations[expressjs_app-8080]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_smtp","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","216","test_app_config[builtin]","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_flask_configs","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the MySQL database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","38383","test_with_mysql[spring_boot_mysql_app-8080-mysql/status]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_mysql","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","64666","test_non_root_loki_integration[Go non-root]","tests.integration.general","2026-08-08","passed","2026-08-08","","test_non_root_loki","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","46507","test_grafana_integration[go_app-Go Operator]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_grafana","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations
        to certain invalid values.
    act: none.
    assert: flask charm should enter the blocked status and the status message should show
        invalid configuration options.
    ","212","test_invalid_flask_config[preferred_url_scheme]","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_flask_configs","",""
"
    arrange: Charm is deployed with postgresql integration.
    act: Remove integration.
    assert: The service is down.
    act: Integrate again with postgresql.
    assert: The service is working again.
    ","19955","test_blocking_and_restarting_on_required_integration","tests.integration.django","2026-08-08","passed","2026-08-08","","test_django_integrations","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","71286","test_non_root_loki_integration[ExpressJS non-root]","tests.integration.general","2026-08-08","passed","2026-08-08","","test_non_root_loki","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the MySQL database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","77637","test_with_mysql[flask_app-8000-mysql/status]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_mysql","",""
"
    arrange: build and deploy the django charm with database migration enabled.
    act: access an endpoint requiring database.
    assert: request succeed.
    ","588","test_django_database_migration","tests.integration.django","2026-08-08","passed","2026-08-08","","test_django","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","90101","test_non_root_loki_integration[Flask non-root]","tests.integration.general","2026-08-08","passed","2026-08-08","","test_non_root_loki","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the redis database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","57636","test_with_redis[flask_app-8000-redis/status]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_redis","",""
"
    arrange: integrate the spring boot charm with SAML integrator.
    act: call the samltest endpoint.
    assert: the charm should be redirected to IdP and when logged in should return 200.
    ","29998","test_springboot_saml_integration","tests.integration.springboot","2026-08-08","passed","2026-08-08","","test_spring_saml","",""
"
    arrange: Build and deploy the charm. Integrate the charm with OpenFGA.
    act: Send a read authorization models request from the charm.
    assert: The request succeeds.
    ","53305","test_openfga_integrations[fastapi_app-8080]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_openfga","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","214","test_app_config[bool]","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_flask_configs","",""
"
    arrange: build and deploy the go charm.
    act: send a request to the go application managed by the go charm.
    assert: the go application should return a correct response.
    ","280","test_go_is_up","tests.integration.go","2026-08-08","passed","2026-08-08","","test_go","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","217","test_flask_config[debug]","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_flask_configs","",""
"
    arrange: build and deploy the flask charm.
    act: send a request to the flask application managed by the flask charm.
    assert: the flask application should return a correct response.
    ","223","test_flask_is_up","tests.integration.flask","2026-08-08","passed","2026-08-08","","test_charm","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","61916","test_workload_tracing[fastapi_app-8080]","tests.integration.integrations","2026-08-08","passed","2026-08-08","","test_tracing","",""
